,bitcoin_cash_MAvg_Close,bitcoin_MAvg_Close,bitconnect_MAvg_Close,dash_MAvg_Close,ethereum_MAvg_Close,ethereum_classic_MAvg_Close,iota_MAvg_Close,litecoin_MAvg_Close,monero_MAvg_Close,nem_MAvg_Close,neo_MAvg_Close,numeraire_MAvg_Close,omisego_MAvg_Close,qtum_MAvg_Close,ripple_MAvg_Close,stratis_MAvg_Close,waves_MAvg_Close
177,2242.3,13027.4,189.6,904.3,1237.5,37.3,3.3,219.9,378.0,1.3,167.7,38.1,21.2,47.6,1.6,18.6,10.1
178,1973.9,12166.3,99.3,830.8,1120.0,32.7,2.9,202.5,351.3,1.1,158.0,32.2,19.3,41.7,1.4,16.8,9.1
179,1759.0,11384.7,26.5,796.2,1034.7,29.3,2.7,189.2,318.6,1.0,143.1,30.2,17.7,36.6,1.4,14.8,8.4
180,1758.1,11423.6,29.8,825.1,1029.9,30.3,2.7,190.8,333.4,1.1,141.2,31.7,18.1,37.7,1.5,14.7,8.5
181,1852.8,11993.8,29.5,869.3,1076.8,32.3,2.8,198.9,355.0,1.1,144.0,33.6,18.6,42.6,1.6,15.2,9.0
182,1859.5,12035.6,22.9,863.5,1081.3,32.3,2.8,198.1,364.5,1.1,140.2,31.8,18.4,44.4,1.5,14.7,8.9
183,1810.2,11810.2,18.8,835.9,1069.3,31.5,2.7,193.8,348.3,1.1,134.9,29.8,17.4,44.7,1.4,13.7,8.7
184,1673.3,11133.3,16.9,779.6,1013.0,29.3,2.6,182.7,323.1,1.0,125.5,27.4,16.2,40.6,1.4,12.5,8.3
185,1627.5,11053.1,15.4,765.2,1016.1,29.1,2.5,179.3,313.9,1.0,127.2,27.6,16.5,39.9,1.4,12.3,8.4
186,1634.2,11162.4,14.0,776.0,1033.7,29.1,2.4,179.4,314.3,1.0,132.0,27.8,17.3,40.1,1.3,12.6,8.7
187,1628.4,11263.4,12.3,784.4,1056.7,29.2,2.4,179.0,319.4,0.9,137.4,27.6,17.5,40.3,1.3,12.9,8.9
188,1624.9,11290.5,11.4,784.0,1072.8,29.2,2.4,179.3,320.7,0.9,138.7,27.7,16.8,40.0,1.3,13.5,9.0
189,1659.6,11466.1,10.0,789.5,1136.1,30.4,2.4,183.8,325.7,1.0,143.4,28.3,16.6,41.0,1.3,14.1,9.1
190,1677.3,11507.8,8.6,784.6,1178.5,31.4,2.5,185.5,323.4,1.0,153.5,28.4,16.7,42.2,1.3,14.6,9.0
191,1624.6,11063.0,7.1,752.3,1166.5,30.6,2.4,180.3,307.6,0.9,155.5,26.4,16.3,41.5,1.3,13.8,8.5
192,1538.2,10541.3,7.2,714.0,1123.9,29.2,2.4,170.1,287.8,0.8,153.4,23.7,15.9,41.0,1.2,13.0,8.0
193,1410.6,9832.6,7.9,663.8,1075.4,27.0,2.1,157.0,262.6,0.7,139.3,21.1,14.9,38.4,1.1,11.5,7.3
194,1317.5,9407.5,8.1,633.8,1023.6,25.6,2.0,145.7,249.8,0.7,130.6,19.5,14.3,36.0,1.0,10.6,6.9
195,1246.0,9058.7,7.4,613.8,972.2,24.1,1.9,144.6,242.7,0.6,123.0,18.9,13.8,32.0,0.9,9.7,6.5
196,1209.7,8760.9,6.2,591.4,904.8,22.8,1.8,146.6,236.1,0.6,116.8,17.8,13.1,28.8,0.9,9.0,6.2
197,1108.4,8135.7,5.4,546.3,832.2,20.6,1.7,144.5,217.4,0.5,104.3,16.4,11.8,25.6,0.8,7.9,5.6
198,1009.1,7662.1,5.1,510.0,775.3,19.0,1.6,138.8,204.3,0.5,98.6,14.8,10.9,23.6,0.8,7.0,5.1
199,940.0,7443.5,4.1,500.6,749.4,18.0,1.6,135.5,199.7,0.5,96.9,14.8,10.5,22.1,0.7,6.5,4.9
200,1072.3,7880.3,3.5,551.8,789.3,19.8,1.7,143.6,222.3,0.6,107.0,15.5,11.4,24.1,0.8,6.9,5.2
201,1184.9,8208.0,2.3,588.3,819.6,22.0,1.8,150.5,238.3,0.6,110.8,15.8,12.0,26.5,0.8,7.3,5.5
202,1284.7,8541.5,2.3,625.6,854.0,24.1,1.9,156.3,252.6,0.6,113.5,17.0,12.5,29.3,0.9,7.8,5.8
203,1262.4,8496.3,2.3,617.3,853.0,24.9,1.8,156.2,246.6,0.6,110.5,18.0,12.5,29.6,1.0,7.7,5.7
204,1253.0,8559.5,2.5,611.6,847.9,26.2,1.8,155.4,242.4,0.6,109.1,19.9,12.4,29.3,1.1,7.6,5.6
205,1244.5,8551.6,2.8,598.7,842.9,29.3,1.8,156.7,237.2,0.5,109.3,20.2,12.6,29.2,1.0,7.6,5.6
206,1292.7,9006.5,3.3,631.7,879.2,33.0,1.9,178.2,253.0,0.6,115.6,21.4,13.8,30.9,1.1,8.4,5.9
207,1323.4,9419.8,3.6,659.4,901.9,34.5,2.0,199.4,271.5,0.6,119.0,21.5,15.1,31.9,1.1,8.9,6.7
208,1430.1,9965.0,4.0,693.9,934.9,34.9,2.1,223.0,292.1,0.6,124.9,21.8,16.8,32.9,1.1,9.5,7.5
209,1493.1,10504.3,4.2,715.0,951.8,34.8,2.1,228.3,308.5,0.6,129.6,22.2,17.7,33.2,1.2,9.6,7.9
210,1530.3,10632.8,4.0,710.1,947.4,35.0,2.1,225.1,307.4,0.6,131.0,21.6,17.7,32.6,1.2,9.5,7.8
211,1524.5,10963.3,4.0,720.1,947.3,36.4,2.1,222.8,314.1,0.6,133.9,22.7,17.5,32.5,1.2,9.7,7.8
212,1480.3,11060.3,3.7,701.0,921.1,37.5,2.0,223.9,307.0,0.5,131.1,22.9,17.6,31.7,1.1,9.4,7.9
213,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
214,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
215,,1133.2,0.7,22.9,12.8,1.2,,3.8,12.7,0.0,0.1,,,,0.0,0.1,0.2
216,,1152.6,0.8,24.5,12.9,1.2,,3.8,12.5,0.0,0.1,,,,0.0,0.1,0.2
217,,1161.4,0.8,26.1,13.2,1.2,,3.8,12.2,0.0,0.1,,,,0.0,0.1,0.2
218,,1160.9,0.8,27.0,13.7,1.2,,3.8,11.9,0.0,0.1,,,,0.0,0.1,0.2
219,,1163.0,0.8,27.7,14.5,1.2,,3.8,11.9,0.0,0.1,,,,0.0,0.1,0.2
220,,1175.0,0.8,29.6,15.2,1.2,,3.8,12.0,0.0,0.1,,,,0.0,0.1,0.2
221,,1194.1,0.8,34.4,16.2,1.3,,3.8,12.2,0.0,0.1,,,,0.0,0.1,0.2
222,,1217.8,0.8,39.2,17.4,1.3,,3.8,12.6,0.0,0.1,,,,0.0,0.1,0.2
223,,1249.5,0.9,44.1,18.6,1.4,,3.9,13.1,0.0,0.1,,,,0.0,0.1,0.2
224,,1260.4,0.9,44.4,19.0,1.4,,3.9,13.6,0.0,0.1,,,,0.0,0.1,0.2
225,,1265.8,0.9,44.4,19.1,1.4,,3.9,14.3,0.0,0.1,,,,0.0,0.1,0.2
226,,1265.0,0.9,44.1,19.2,1.4,,3.9,14.8,0.0,0.1,,,,0.0,0.1,0.2
227,,1254.5,0.9,44.8,19.3,1.4,,3.9,14.7,0.0,0.1,,,,0.0,0.1,0.2
228,,1215.5,0.9,44.8,18.4,1.4,,3.8,13.8,0.0,0.1,,,,0.0,0.1,0.2
229,,1187.3,1.1,46.4,17.8,1.3,,3.8,13.0,0.0,0.1,,,,0.0,0.1,0.2
230,,1151.7,1.4,47.9,17.9,1.3,,3.8,12.9,0.0,0.1,,,,0.0,0.1,0.2
231,,1160.3,1.7,58.1,19.5,1.3,,3.8,13.6,0.0,0.1,,,,0.0,0.1,0.2
232,,1171.3,1.8,66.8,21.4,1.4,,3.8,14.9,0.0,0.1,,,,0.0,0.1,0.2
233,,1209.7,1.8,74.9,24.5,1.5,,3.9,16.5,0.0,0.1,,,,0.0,0.1,0.2
234,,1231.1,1.8,80.0,26.9,1.6,,4.0,17.6,0.0,0.1,,,,0.0,0.1,0.3
235,,1240.5,1.9,86.0,30.8,1.7,,4.1,18.3,0.0,0.1,,,,0.0,0.1,0.3
236,,1225.8,1.9,91.0,36.7,1.9,,4.2,19.7,0.0,0.1,,,,0.0,0.1,0.3
237,,1179.2,1.8,94.7,42.7,1.9,,4.2,21.3,0.0,0.1,,,,0.0,0.1,0.3
238,,1087.3,1.7,99.4,42.4,1.9,,4.1,21.6,0.0,0.1,,,,0.0,0.1,0.3
239,,1036.9,1.7,105.5,41.9,1.8,,4.0,21.9,0.0,0.2,,,,0.0,0.1,0.3
240,,1021.6,1.7,105.8,40.8,1.9,,4.0,22.0,0.0,0.2,,,,0.0,0.1,0.3
241,,1070.5,1.8,101.2,43.8,2.1,,4.0,22.4,0.0,0.2,,,,0.0,0.1,0.3
242,,1074.6,1.8,99.0,43.0,2.3,,4.0,21.7,0.0,0.2,,,,0.0,0.1,0.3
243,,1069.4,1.9,99.4,43.1,2.4,,4.0,21.5,0.0,0.2,,,,0.0,0.1,0.3
244,,1008.4,2.4,100.1,46.4,2.4,,4.0,21.4,0.0,0.2,,,,0.0,0.1,0.3
245,,983.0,2.8,97.7,49.3,2.3,,4.0,21.0,0.0,0.2,,,,0.0,0.1,0.3
246,,959.0,3.1,95.1,51.6,2.3,,4.1,20.3,0.0,0.2,,,,0.0,0.1,0.3
247,,995.1,3.1,91.2,50.5,2.2,,4.1,19.8,0.0,0.2,,,,0.0,0.2,0.3
248,,1019.9,3.2,89.1,50.3,2.2,,4.1,19.7,0.0,0.2,,,,0.0,0.2,0.4
249,,1044.3,3.3,86.0,51.2,2.2,,4.1,20.2,0.0,0.2,,,,0.0,0.2,0.4
250,,1037.8,3.4,84.0,52.0,2.5,,5.1,20.6,0.0,0.2,,,,0.0,0.2,0.4
251,,1046.1,3.4,79.6,51.8,2.7,,5.9,20.9,0.0,0.2,,,,0.0,0.2,0.4
252,,1059.6,3.6,74.4,51.0,2.8,,6.8,21.0,0.0,0.2,,,,0.0,0.2,0.4
253,,1084.8,3.8,66.9,49.8,2.7,,7.1,20.7,0.0,0.2,,,,0.0,0.2,0.4
254,,1108.8,4.1,62.5,47.9,2.7,,7.6,20.7,0.0,0.2,,,,0.0,0.3,0.4
255,,1126.4,4.4,62.6,45.9,2.6,,8.0,20.6,0.0,0.2,,,,0.0,0.3,0.4
256,,1133.9,4.7,68.4,44.8,2.7,,9.1,20.4,0.0,0.2,,,,0.0,0.4,0.4
257,,1146.9,4.9,70.0,44.4,2.7,,9.9,20.1,0.0,0.2,,,,0.0,0.4,0.4
258,,1161.5,5.1,69.0,43.6,2.7,,10.2,19.4,0.0,0.2,,,,0.0,0.4,0.4
259,,1178.5,5.5,66.8,43.2,2.7,,9.8,19.8,0.0,0.2,,,,0.0,0.4,0.4
260,,1180.2,5.7,66.2,43.2,2.7,,9.3,20.3,0.0,0.2,,,,0.0,0.4,0.4
261,,1183.6,5.9,64.6,43.7,2.7,,9.2,21.1,0.0,0.2,,,,0.0,0.4,0.4
262,,1193.3,6.8,62.2,43.4,2.6,,8.8,21.3,0.0,0.2,,,,0.0,0.4,0.4
263,,1197.5,8.4,63.3,44.4,2.6,,9.5,21.7,0.0,0.2,,,,0.0,0.4,0.4
264,,1191.6,10.3,67.0,46.6,2.6,,9.9,21.5,0.0,0.2,,,,0.0,0.5,0.4
265,,1179.1,10.7,70.4,48.0,2.6,,10.4,21.3,0.0,0.2,,,,0.0,0.5,0.4
266,,1169.8,10.8,72.8,49.0,2.6,,10.4,20.9,0.0,0.2,,,,0.0,0.6,0.4
267,,1174.3,10.1,73.7,48.5,2.7,,10.6,20.6,0.0,0.2,,,,0.0,0.7,0.4
268,,1183.1,9.7,75.3,48.7,2.6,,10.6,20.6,0.0,0.2,,,,0.0,0.7,0.4
269,,1196.2,9.4,74.6,49.2,2.7,,10.5,20.7,0.0,0.2,,,,0.0,0.7,0.4
270,,1205.3,9.6,73.6,49.1,2.9,,10.1,20.7,0.0,0.2,,,,0.0,0.7,0.4
271,,1217.0,10.0,72.2,49.6,3.1,,10.1,20.6,0.0,0.2,,,,0.0,0.7,0.4
272,,1220.5,10.0,71.5,48.7,3.2,,10.4,20.3,0.0,0.2,,,,0.0,0.7,0.5
273,,1227.6,10.0,71.2,48.8,3.2,,11.5,20.2,0.0,0.2,,,,0.0,0.7,0.5
274,,1220.3,9.9,70.3,48.4,3.3,,12.7,20.0,0.0,0.2,,,,0.0,0.6,0.5
275,,1229.7,9.9,70.8,49.0,3.6,,14.0,19.8,0.0,0.2,,,,0.0,0.6,0.5
276,,1240.9,9.6,71.1,49.5,3.9,,14.7,19.6,0.0,0.2,,,,0.0,0.6,0.6
277,,1265.6,9.0,71.9,50.9,4.2,,15.0,19.5,0.0,0.2,,,,0.0,0.6,0.6
278,,1288.1,8.6,73.9,54.9,4.5,,14.9,20.1,0.0,0.2,,,,0.0,0.6,0.6
279,,1305.1,8.5,76.4,61.7,4.8,,14.6,21.0,0.0,0.2,,,,0.0,0.6,0.6
280,,1318.7,8.9,84.2,66.9,5.1,,14.9,22.1,0.0,0.2,,,,0.0,0.7,0.6
281,,1328.7,9.0,88.7,72.5,5.6,,15.3,22.9,0.0,0.3,,,,0.0,0.7,0.6
282,,1363.8,8.7,91.5,74.6,6.3,,15.8,23.1,0.1,0.3,,,,0.1,0.7,0.6
283,,1407.4,8.3,88.6,77.5,6.7,,15.8,23.2,0.1,0.3,,,,0.1,0.8,0.6
284,,1454.8,7.9,88.1,77.8,6.7,,17.6,23.7,0.1,0.3,,,,0.1,0.9,0.6
285,,1493.5,7.5,89.7,84.7,7.0,,20.1,24.7,0.1,0.4,,,,0.1,1.0,0.7
286,,1527.7,6.8,94.0,90.4,7.3,,23.6,26.5,0.1,0.5,,,,0.1,1.1,0.7
287,,1557.3,7.0,97.2,96.4,7.5,,25.9,27.8,0.1,0.6,,,,0.1,1.2,0.7
288,,1577.0,7.3,101.7,95.4,7.3,,28.2,30.1,0.1,0.6,,,,0.1,1.2,0.8
289,,1633.0,8.1,102.4,94.4,7.0,,29.1,30.7,0.1,0.5,,,,0.1,1.2,0.8
290,,1691.8,8.0,100.2,92.2,6.7,,30.9,30.6,0.1,0.5,,,,0.2,1.2,0.8
291,,1755.3,7.9,95.3,90.7,6.6,,31.5,29.7,0.1,0.5,,,,0.2,1.2,1.0
292,,1797.0,7.8,92.1,90.2,6.5,,32.1,29.3,0.1,0.5,,,,0.2,1.2,1.1
293,,1786.6,7.6,90.0,89.4,6.5,,30.0,29.3,0.1,0.5,,,,0.2,1.3,1.2
294,,1792.6,7.9,89.2,89.8,6.3,,29.0,28.9,0.1,0.5,,,,0.2,1.3,1.2
295,,1779.4,8.2,88.7,90.1,6.4,,28.4,28.6,0.1,0.5,,,,0.2,1.3,1.2
296,,1784.1,8.8,90.2,91.3,6.5,,27.7,28.3,0.1,0.5,,,,0.2,1.2,1.3
297,,1760.6,9.2,89.0,90.9,6.5,,25.9,27.5,0.1,0.5,,,,0.3,1.2,1.3
298,,1770.7,9.7,86.8,90.6,6.2,,24.7,27.0,0.1,0.5,,,,0.3,1.2,1.3
299,,1820.7,10.2,86.2,92.1,6.3,,25.7,27.8,0.1,0.5,,,,0.4,1.3,1.3
300,,1905.2,10.7,90.7,105.4,6.9,,27.2,29.7,0.2,0.6,,,,0.4,1.4,1.4
301,,1987.0,11.4,96.5,117.7,7.4,,27.9,32.4,0.2,0.6,,,,0.3,1.7,1.5
302,,2037.9,12.0,100.6,138.0,8.3,,27.2,33.9,0.2,0.7,,,,0.3,1.9,1.7
303,,2099.8,12.4,107.8,152.9,8.9,,26.4,35.3,0.2,0.7,,,,0.3,2.0,1.8
304,,2178.3,12.7,120.3,171.4,10.4,,27.9,42.1,0.3,0.8,,,,0.3,2.3,2.1
305,,2312.5,13.0,134.5,182.1,13.6,,30.6,45.7,0.3,1.1,,,0.0,0.3,2.6,2.4
306,,2356.3,14.2,134.1,182.2,15.7,,32.2,47.0,0.2,1.2,,,0.0,0.3,2.9,2.6
307,,2317.0,14.8,125.7,175.0,16.5,,29.4,41.4,0.2,1.2,,,5.0,0.3,2.9,2.5
308,,2182.1,15.2,110.6,164.2,15.6,,25.8,37.4,0.2,1.0,,,4.4,0.2,2.8,2.4
309,,2132.4,15.3,106.8,162.9,15.6,,23.9,36.3,0.2,0.9,,,4.4,0.2,2.9,2.4
310,,2150.1,15.9,108.2,174.4,16.5,,24.4,37.2,0.2,1.0,,,4.6,0.2,3.2,2.5
311,,2195.6,16.7,115.5,199.1,17.3,,24.5,39.3,0.2,1.0,,,4.6,0.2,4.2,2.5
312,,2239.2,17.7,124.8,219.2,17.8,,24.9,40.9,0.2,1.0,,,4.7,0.2,4.9,2.7
313,,2289.9,19.3,131.1,228.3,17.7,,26.1,41.8,0.2,1.1,,,5.8,0.3,5.7,2.9
314,,2394.3,21.8,139.1,225.6,17.3,,27.7,43.2,0.2,1.2,,,8.7,0.3,6.6,3.6
315,,2470.6,24.0,141.9,223.5,16.8,,28.5,43.4,0.2,1.3,,,11.3,0.3,8.0,4.4
316,,2505.2,25.1,144.3,231.2,17.0,,28.2,43.1,0.2,1.3,,,12.7,0.3,9.5,5.0
317,,2571.3,27.8,144.2,239.4,17.0,,28.8,44.5,0.2,1.3,,,12.0,0.3,10.1,5.4
318,,2687.3,31.9,144.5,252.8,17.4,,29.8,48.9,0.2,1.3,,,11.6,0.3,10.5,5.5
319,,2760.7,35.4,143.5,257.0,17.4,,29.9,52.1,0.2,1.3,,,11.2,0.3,10.1,5.5
320,,2800.3,38.4,143.5,261.4,17.5,,29.7,54.8,0.2,1.3,,,11.6,0.3,9.8,5.5
321,,2787.2,42.4,144.8,267.2,17.5,,29.4,54.8,0.2,1.4,,,11.7,0.3,9.1,5.8
322,,2859.0,48.5,148.7,293.7,18.2,,30.1,54.7,0.2,1.5,,,11.8,0.3,8.4,6.0
323,,2909.9,52.3,163.1,320.0,19.6,,31.1,55.5,0.2,1.6,,,11.6,0.3,8.1,6.2
324,,2855.2,50.9,170.3,359.9,20.5,,31.1,53.7,0.2,1.6,,,11.4,0.3,7.8,5.8
325,,2778.3,49.8,181.0,379.9,20.9,0.0,31.1,53.5,0.2,1.7,,,11.7,0.3,8.5,5.8
326,,2627.7,48.1,172.7,386.0,20.0,0.0,30.1,49.4,0.2,1.7,,,11.7,0.3,8.3,5.4
327,,2562.7,49.3,170.2,372.8,19.3,0.5,30.4,48.0,0.2,1.8,,,11.8,0.3,8.5,5.4
328,,2496.5,49.3,164.3,363.7,18.5,0.4,32.0,46.8,0.2,2.1,,,11.4,0.3,8.0,5.2
329,,2546.3,50.4,169.2,370.5,20.0,0.4,37.9,48.2,0.2,2.8,,,11.2,0.3,7.9,5.2
330,,2574.2,51.0,179.3,373.7,21.2,0.4,43.1,49.4,0.2,3.9,,,11.0,0.3,7.8,5.1
331,,2597.9,51.1,191.0,373.6,22.8,0.4,48.0,49.7,0.2,6.9,,,10.8,0.3,7.6,5.1
332,,2619.9,51.6,194.2,366.8,22.2,0.4,47.9,48.9,0.2,8.3,,,10.9,0.3,7.4,5.1
333,,2666.8,51.7,189.3,355.3,21.8,0.4,48.4,47.9,0.2,10.0,,,11.3,0.3,7.2,5.0
334,,2705.4,52.0,181.3,344.1,21.1,0.4,47.6,47.3,0.2,8.4,,,11.8,0.3,7.0,5.0
335,,2713.1,53.1,181.7,338.3,20.9,0.4,47.6,48.4,0.2,8.0,0.0,,13.6,0.3,7.5,5.0
336,,2686.3,53.6,183.0,333.9,20.8,0.5,46.5,48.9,0.2,6.7,0.0,,15.1,0.3,7.7,5.0
337,,2647.7,53.2,181.6,322.9,21.0,0.5,45.2,48.4,0.2,6.4,78.0,,16.1,0.3,7.7,4.9
338,,2558.9,50.8,172.8,299.9,20.4,0.5,43.2,45.8,0.2,5.9,82.8,,14.6,0.3,7.0,4.4
339,,2540.1,50.0,170.6,289.7,20.0,0.4,41.9,44.3,0.2,6.1,66.5,,14.0,0.3,6.7,4.2
340,,2535.2,50.3,174.3,297.9,19.5,0.4,41.5,44.8,0.2,6.9,55.3,,13.6,0.3,6.7,4.1
341,,2555.5,51.5,179.1,308.0,19.1,0.4,41.5,45.3,0.2,8.3,49.7,,13.6,0.3,6.7,4.1
342,,2531.7,51.8,181.0,308.6,19.1,0.4,41.4,45.4,0.2,9.0,43.4,,12.8,0.3,6.6,3.9
343,,2484.9,51.1,174.9,290.8,18.5,0.4,40.1,43.2,0.2,8.8,40.8,,11.6,0.3,6.1,3.7
344,,2474.0,51.2,173.7,285.8,18.2,0.4,40.3,42.5,0.2,8.3,40.8,,10.6,0.3,5.9,3.6
345,,2501.7,51.8,173.3,281.8,17.9,0.4,42.3,42.5,0.2,8.1,43.3,,9.7,0.3,5.8,3.7
346,,2557.4,53.6,179.1,281.4,17.9,0.4,47.8,44.0,0.2,8.0,41.3,,9.3,0.3,6.0,3.9
347,,2589.2,55.3,191.1,275.0,17.9,0.4,51.6,44.9,0.2,8.0,40.0,,8.9,0.3,6.1,4.2
348,,2604.1,57.2,201.9,270.9,17.9,0.4,53.2,47.1,0.2,7.9,38.1,,8.8,0.3,6.2,4.4
349,,2576.4,57.6,206.4,261.8,17.5,0.3,50.3,46.7,0.2,7.5,34.7,,8.0,0.3,5.7,4.2
350,,2566.2,58.6,206.3,256.1,17.2,0.3,49.9,46.8,0.2,7.4,30.9,,7.5,0.2,5.4,4.0
351,,2536.1,58.6,200.4,246.6,16.7,0.3,49.4,45.1,0.2,7.0,28.4,,6.7,0.2,4.7,3.8
352,,2487.4,57.7,193.1,236.4,16.2,0.3,49.4,43.7,0.1,6.8,26.6,,6.2,0.2,4.1,3.5
353,,2409.6,56.0,178.6,218.3,15.5,0.2,47.2,40.7,0.1,6.1,24.4,,5.5,0.2,3.4,3.1
354,,2369.7,55.8,173.3,214.5,16.7,0.2,46.9,39.2,0.1,6.0,25.2,,5.3,0.2,3.5,2.8
355,,2364.8,57.0,172.3,212.6,17.7,0.2,46.8,38.6,0.1,6.1,26.1,,5.2,0.2,3.7,2.8
356,,2330.0,57.1,170.7,213.4,18.6,0.2,46.0,38.0,0.1,6.2,26.9,0.0,5.1,0.2,3.8,2.8
357,,2196.7,52.6,157.5,193.4,16.9,0.2,42.7,35.3,0.1,5.6,23.0,0.0,4.5,0.2,3.4,2.5
358,,2054.0,49.4,144.6,175.9,15.5,0.2,40.9,32.3,0.1,5.2,19.9,0.5,4.1,0.2,3.1,2.1
359,,2052.4,49.4,142.2,173.8,14.8,0.2,40.8,32.1,0.1,5.3,19.7,0.5,4.1,0.2,3.3,2.2
360,,2159.0,53.9,148.2,195.1,15.4,0.2,42.6,33.5,0.1,5.6,21.8,0.6,4.5,0.2,3.6,2.4
361,,2273.6,56.8,155.9,209.2,15.6,0.3,42.6,35.4,0.1,5.9,25.4,0.6,5.1,0.2,4.0,2.7
362,,2470.0,61.6,167.4,220.5,15.8,0.3,43.4,37.2,0.1,6.4,29.7,0.7,6.1,0.2,4.5,2.9
363,,2586.3,64.5,176.7,215.1,15.7,0.3,43.9,38.6,0.1,6.8,32.6,0.7,7.0,0.2,5.2,3.0
364,,2765.2,68.1,189.9,225.0,16.2,0.3,45.8,41.8,0.2,7.8,35.4,0.8,7.6,0.2,6.1,3.5
